Source_tissue	Target_tissue	Source_cytokine_ensembl	Target_cytokine_ensembl	Source_cytokine_genename	Target_cytokine_genename	Source_cytokine_description	Target_cytokine_description	Source_cytokine_uniprot	Target_cytokine_uniprot	Receptor_ensembl	Receptor_genename	Receptor_synonym	Receptor_uniprot	Receptor_description	Source_tissue_ontology	Target_tissue_ontology	reference_first	reference_second	Action.Sentiment_first	Action.Sentiment_second	NumPapers_first	NumPapers_second	Enrichment.Score_first	Enrichment.Score_second
classical monocyte	adipose tissue	ENSG00000108691	ENSG00000108688	CCL2	CCL7	C-C motif chemokine ligand 2	C-C motif chemokine ligand 7	P13500	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000108691	ENSG00000136244	CCL2	IL6	C-C motif chemokine ligand 2	Interleukin 6	P13500	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000108700	ENSG00000108688	CCL8	CCL7	C-C motif chemokine ligand 8	C-C motif chemokine ligand 7	P80075	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000108700	ENSG00000136244	CCL8	IL6	C-C motif chemokine ligand 8	Interleukin 6	P80075	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000169248	ENSG00000108688	CXCL11	CCL7	C-X-C motif chemokine ligand 11	C-C motif chemokine ligand 7	O14625	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000169248	ENSG00000136244	CXCL11	IL6	C-X-C motif chemokine ligand 11	Interleukin 6	O14625	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000181374	ENSG00000108688	CCL13	CCL7	C-C motif chemokine ligand 13	C-C motif chemokine ligand 7	Q99616	P80098	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	adipose tissue	ENSG00000181374	ENSG00000136244	CCL13	IL6	C-C motif chemokine ligand 13	Interleukin 6	Q99616	P05231	ENSG00000213088	ACKR1	CCBP1, CD234, DARC, Dfy, FY, GPD	Q16570	Atypical chemokine receptor 1 (Duffy blood group)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000019991	CCL7	HGF	C-C motif chemokine ligand 7	Hepatocyte growth factor	P80098	P14210	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000019991	CCL7	HGF	C-C motif chemokine ligand 7	Hepatocyte growth factor	P80098	P14210	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000019991	CCL7	HGF	C-C motif chemokine ligand 7	Hepatocyte growth factor	P80098	P14210	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000099985	CCL7	OSM	C-C motif chemokine ligand 7	Oncostatin M	P80098	P13725	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000099985	CCL7	OSM	C-C motif chemokine ligand 7	Oncostatin M	P80098	P13725	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000099985	CCL7	OSM	C-C motif chemokine ligand 7	Oncostatin M	P80098	P13725	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000113520	CCL7	IL4	C-C motif chemokine ligand 7	Interleukin 4	P80098	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108688	ENSG00000121858	CCL7	TNFSF10	C-C motif chemokine ligand 7	TNF superfamily member 10	P80098	P50591	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000121858	CCL7	TNFSF10	C-C motif chemokine ligand 7	TNF superfamily member 10	P80098	P50591	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000121858	CCL7	TNFSF10	C-C motif chemokine ligand 7	TNF superfamily member 10	P80098	P50591	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000140285	CCL7	FGF7	C-C motif chemokine ligand 7	Fibroblast growth factor 7	P80098	P21781	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000140285	CCL7	FGF7	C-C motif chemokine ligand 7	Fibroblast growth factor 7	P80098	P21781	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000140285	CCL7	FGF7	C-C motif chemokine ligand 7	Fibroblast growth factor 7	P80098	P21781	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000142224	CCL7	IL19	C-C motif chemokine ligand 7	Interleukin 19	P80098	Q9UHD0	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000142224	CCL7	IL19	C-C motif chemokine ligand 7	Interleukin 19	P80098	Q9UHD0	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000142224	CCL7	IL19	C-C motif chemokine ligand 7	Interleukin 19	P80098	Q9UHD0	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163235	CCL7	TGFA	C-C motif chemokine ligand 7	Transforming growth factor alpha	P80098	P01135	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163235	CCL7	TGFA	C-C motif chemokine ligand 7	Transforming growth factor alpha	P80098	P01135	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163235	CCL7	TGFA	C-C motif chemokine ligand 7	Transforming growth factor alpha	P80098	P01135	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163736	CCL7	PPBP	C-C motif chemokine ligand 7	Pro-platelet basic protein	P80098	P02775	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163736	CCL7	PPBP	C-C motif chemokine ligand 7	Pro-platelet basic protein	P80098	P02775	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163736	CCL7	PPBP	C-C motif chemokine ligand 7	Pro-platelet basic protein	P80098	P02775	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163737	CCL7	PF4	C-C motif chemokine ligand 7	Platelet factor 4	P80098	P02776	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163737	CCL7	PF4	C-C motif chemokine ligand 7	Platelet factor 4	P80098	P02776	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000163737	CCL7	PF4	C-C motif chemokine ligand 7	Platelet factor 4	P80098	P02776	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000184371	CCL7	CSF1	C-C motif chemokine ligand 7	Colony stimulating factor 1	P80098	P09603	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000184371	CCL7	CSF1	C-C motif chemokine ligand 7	Colony stimulating factor 1	P80098	P09603	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108688	ENSG00000184371	CCL7	CSF1	C-C motif chemokine ligand 7	Colony stimulating factor 1	P80098	P09603	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000019991	CCL2	HGF	C-C motif chemokine ligand 2	Hepatocyte growth factor	P13500	P14210	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000019991	CCL2	HGF	C-C motif chemokine ligand 2	Hepatocyte growth factor	P13500	P14210	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000019991	CCL2	HGF	C-C motif chemokine ligand 2	Hepatocyte growth factor	P13500	P14210	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000099985	CCL2	OSM	C-C motif chemokine ligand 2	Oncostatin M	P13500	P13725	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000099985	CCL2	OSM	C-C motif chemokine ligand 2	Oncostatin M	P13500	P13725	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000099985	CCL2	OSM	C-C motif chemokine ligand 2	Oncostatin M	P13500	P13725	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000113520	CCL2	IL4	C-C motif chemokine ligand 2	Interleukin 4	P13500	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
classical monocyte	basophil	ENSG00000108691	ENSG00000121858	CCL2	TNFSF10	C-C motif chemokine ligand 2	TNF superfamily member 10	P13500	P50591	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000121858	CCL2	TNFSF10	C-C motif chemokine ligand 2	TNF superfamily member 10	P13500	P50591	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000121858	CCL2	TNFSF10	C-C motif chemokine ligand 2	TNF superfamily member 10	P13500	P50591	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000140285	CCL2	FGF7	C-C motif chemokine ligand 2	Fibroblast growth factor 7	P13500	P21781	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000140285	CCL2	FGF7	C-C motif chemokine ligand 2	Fibroblast growth factor 7	P13500	P21781	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000140285	CCL2	FGF7	C-C motif chemokine ligand 2	Fibroblast growth factor 7	P13500	P21781	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000142224	CCL2	IL19	C-C motif chemokine ligand 2	Interleukin 19	P13500	Q9UHD0	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
classical monocyte	basophil	ENSG00000108691	ENSG00000142224	CCL2	IL19	C-C motif chemokine ligand 2	Interleukin 19	P13500	Q9UHD0	ENSG00000129048	ACKR4	CCBP2, CCR11, CCRL1, CCX-CKR, PPR1, VSHK1	Q9NPB9	Atypical chemokine receptor 4	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
